index	author_name	author_contact	orcid	author_list	matrix_file_id	cellannotation_schema_version	cellannotation_timestamp	cellannotation_version	cellannotation_url
1	John Doe		https://orcid.org/0000-0003-3373-7386		CellXGene_dataset:c3aa4f95-7a18-4a7d-8dd8-ca324d714363	4.0.0			
